,Unnamed: 0,previous_day_admission_influenza_confirmed
1410,62345,10.0
1411,62474,14.0
1412,65810,10.0
1413,64788,7.0
1414,66146,2.0
1415,64863,5.0
1416,65047,7.0
1417,69780,2.0
1418,64102,2.0
1419,69463,4.0
1420,60939,1.0
1421,72718,4.0
1422,71467,4.0
1423,66446,6.0
1424,66306,9.0
1425,63387,3.0
1426,73908,7.0
1427,69243,7.0
1428,69894,4.0
1429,72085,5.0
1430,63299,7.0
1431,65394,8.0
1432,67011,4.0
1433,62017,7.0
1434,64013,5.0
1435,66284,5.0
1436,70579,5.0
1437,70249,2.0
1438,70736,7.0
1439,63085,6.0
1440,73566,5.0
1441,69296,3.0
1442,66184,5.0
1443,64918,9.0
1444,62578,11.0
1445,61947,3.0
1446,69719,4.0
1447,68453,8.0
1448,63546,4.0
1449,64593,6.0
1450,63814,4.0
1451,64431,3.0
1452,66589,2.0
1453,67742,5.0
1454,68052,2.0
1455,67500,5.0
1456,65025,6.0
1457,72523,2.0
1458,65626,5.0
1459,71428,3.0
1460,70168,4.0
1461,68271,2.0
1462,64159,3.0
1463,62124,3.0
1464,60723,0.0
1465,72173,4.0
1466,67609,0.0
1467,61399,2.0
1468,65492,4.0
1469,71319,2.0
1470,64878,0.0
1471,64156,3.0
1472,68664,2.0
1473,74122,1.0
1474,68334,3.0
1475,65887,0.0
1476,72112,2.0
1477,69623,0.0
1478,72236,0.0
1479,67933,1.0
1480,70015,2.0
1481,71959,1.0
1482,66351,1.0
1483,60654,0.0
1484,70942,1.0
1485,65715,2.0
1486,74197,1.0
1487,65138,4.0
1488,71759,0.0
1489,63844,1.0
1490,63644,2.0
243,7.0

