,Unnamed: 0,previous_day_admission_influenza_confirmed
1393,71227,5.0
1394,65663,4.0
1395,70467,3.0
1396,66852,8.0
1397,65396,4.0
1398,70838,5.0
1399,69393,6.0
1400,72218,8.0
1401,64326,4.0
1402,60691,6.0
1403,69953,4.0
1404,71779,7.0
1405,68340,15.0
1406,65913,5.0
1407,60996,9.0
1408,64006,10.0
1409,73212,8.0
1410,72076,6.0
1411,61469,8.0
1412,71634,12.0
1413,66887,9.0
1414,70049,11.0
1415,60853,11.0
1416,66732,10.0
1417,66799,16.0
1418,70250,4.0
1419,63049,10.0
1420,65143,16.0
1421,63125,13.0
1422,70699,9.0
1423,69664,10.0
1424,67904,11.0
1425,65667,11.0
1426,61064,17.0
1427,70601,11.0
1428,72753,7.0
1429,73330,14.0
1430,61448,13.0
1431,70057,12.0
1432,66096,10.0
1433,68439,18.0
1434,61274,26.0
1435,67688,11.0
1436,65912,21.0
1437,68042,13.0
1438,63896,12.0
1439,62253,16.0
1440,72256,18.0
1441,67719,19.0
1442,67827,23.0
1443,67088,28.0
1444,64758,28.0
1445,62226,19.0
1446,69758,31.0
1447,68573,41.0
1448,74206,38.0
1449,62656,35.0
1450,69160,46.0
1451,68375,56.0
1452,67996,31.0
1453,63740,28.0
1454,69904,35.0
1455,62216,58.0
1456,68949,42.0
1457,60924,45.0
1458,63936,51.0
1459,62856,39.0
1460,68525,41.0
1461,67457,48.0
1462,66667,40.0
1463,71217,64.0
1464,60747,58.0
1465,71164,50.0
1466,64451,49.0
1467,61075,43.0
1468,64548,41.0
1469,64495,39.0
1470,69897,31.0
1471,67936,31.0
1472,62635,19.0
1473,67382,33.0
0
1494,65416,16.0
0

