,Unnamed: 0,previous_day_admission_influenza_confirmed
1345,61169,9.0
1346,60789,7.0
1347,62715,3.0
1348,61196,7.0
1349,68502,8.0
1350,67878,3.0
1351,62810,7.0
1352,69500,10.0
1353,63012,10.0
1354,68098,12.0
1355,66566,15.0
1356,63774,7.0
1357,61893,15.0
1358,61550,16.0
1359,66627,12.0
1360,65846,9.0
1361,69439,19.0
1362,70012,18.0
1363,61950,14.0
1364,61985,18.0
1365,63356,18.0
1366,62289,21.0
1367,73857,11.0
1368,67614,21.0
1369,69261,16.0
1370,62468,10.0
1371,72452,24.0
1372,63897,18.0
1373,70231,22.0
1374,68860,12.0
1375,71846,14.0
1376,63544,22.0
1377,62801,24.0
1378,68621,21.0
1379,61989,28.0
1380,68100,20.0
1381,67768,20.0
1382,61060,25.0
1383,74258,20.0
1384,62083,20.0
1385,60913,32.0
1386,73412,17.0
1387,74092,25.0
1388,69323,28.0
1389,62036,30.0
1390,71654,27.0
1391,74162,32.0
1392,69447,42.0
1393,69779,56.0
1394,72238,43.0
1395,66748,45.0
1396,63642,46.0
1397,69513,43.0
1398,61178,60.0
1399,64059,31.0
1400,67787,62.0
1401,70970,55.0
1402,73821,56.0
1403,66352,51.0
1404,61730,66.0
1405,70938,48.0
1406,73207,48.0
1407,65402,45.0
1408,61311,36.0
1409,72568,59.0
1410,71058,30.0
1411,69140,41.0
1412,67280,38.0
1413,63478,36.0
1414,63315,48.0
1415,73680,32.0
1416,70843,24.0
1417,62418,40.0
1418,65815,36.0
1419,68998,25.0
1420,74264,21.0
1421,61666,26.0
1422,63497,20.0
1423,71851,13.0
1424,63918,23.0
1425,70999,13.0
0
0
0.0
