,Unnamed: 0,previous_day_admission_influenza_confirmed
1334,73202,15.0
1335,72968,11.0
1336,65146,14.0
1337,63550,10.0
1338,67228,9.0
1339,64832,9.0
1340,70965,23.0
1341,64255,21.0
1342,72140,22.0
1343,73912,22.0
1344,74219,17.0
1345,65114,20.0
1346,64125,25.0
1347,60989,20.0
1348,72774,24.0
1349,60783,18.0
1350,64357,27.0
1351,72657,44.0
1352,73228,39.0
1353,67911,36.0
1354,70860,54.0
1355,66479,56.0
1356,65574,55.0
1357,68197,57.0
1358,66639,48.0
1359,73438,58.0
1360,62573,57.0
1361,69195,78.0
1362,72953,76.0
1363,72483,71.0
1364,63873,84.0
1365,70273,85.0
1366,61817,92.0
1367,72514,98.0
1368,61122,101.0
1369,63459,117.0
1370,73127,116.0
1371,72424,132.0
1372,67564,88.0
1373,63126,105.0
1374,67320,134.0
1375,66430,153.0
1376,67691,143.0
1377,60926,144.0
1378,72990,131.0
1379,62126,125.0
1380,70083,147.0
1381,62057,142.0
1382,72074,161.0
1383,61360,217.0
1384,70679,211.0
1385,66412,236.0
1386,71713,229.0
1387,63705,194.0
1388,63050,187.0
1389,62023,194.0
1390,71084,217.0
1391,69211,185.0
1392,60966,159.0
1393,73955,142.0
1394,63227,119.0
1395,73517,135.0
1396,74050,181.0
1397,63615,152.0
1398,67201,157.0
1399,68767,158.0
1400,63695,126.0
1401,65059,128.0
1402,63314,109.0
1403,71731,143.0
1404,70518,118.0
1405,60595,122.0
1406,63962,114.0
1407,74118,129.0
1408,63764,105.0
1409,70256,123.0
1410,70572,124.0
1411,63839,157.0
1412,72665,151.0
1413,71162,143.0
1414,73216,120.0
5439,104.0
112.0
