,Unnamed: 0,previous_day_admission_influenza_confirmed
1307,73195,4.0
1308,74212,8.0
1309,70501,4.0
1310,70830,3.0
1311,65290,4.0
1312,72728,9.0
1313,1045,3.0
1314,1044,2.0
1315,70850,3.0
1316,67255,3.0
1317,64344,6.0
1318,65283,2.0
1319,71287,7.0
1320,66088,4.0
1321,72786,3.0
1322,1038,5.0
1323,1036,4.0
1324,64182,6.0
1325,66973,2.0
1326,72426,2.0
1327,1032,5.0
1328,63355,3.0
1329,1030,6.0
1330,65747,7.0
1331,74049,6.0
1332,72393,6.0
1333,72077,9.0
1334,1027,10.0
1335,66374,7.0
1336,69847,5.0
1337,1025,7.0
1338,73802,7.0
1339,65561,11.0
1340,1023,13.0
1341,1021,8.0
1342,73847,15.0
1343,65050,19.0
1344,67750,14.0
1345,1019,8.0
1346,72913,12.0
1347,1018,18.0
1348,72094,21.0
1349,64027,16.0
1350,71490,15.0
1351,71178,21.0
1352,1014,14.0
1353,73002,23.0
1354,64492,28.0
1355,70660,27.0
1356,1009,26.0
1357,1007,25.0
1358,65285,38.0
1359,67478,24.0
1360,63219,43.0
1361,1005,41.0
1362,66505,47.0
1363,68654,47.0
1364,67775,38.0
1365,74184,41.0
1366,66244,41.0
1367,72509,42.0
1368,68089,46.0
1369,997,50.0
1370,73682,62.0
1371,62337,92.0
1372,69178,82.0
1373,64905,102.0
1374,993,104.0
1375,990,70.0
1376,988,77.0
1377,986,83.0
1378,67949,106.0
1379,981,84.0
1380,979,71.0
1381,63708,69.0
1382,73848,61.0
1383,65830,82.0
1384,971,81.0
1385,968,72.0
1386,73348,80.0
1387,69478,73.0

1429,905,75.0

