,Unnamed: 0,previous_day_admission_influenza_confirmed
1334,61603,1.0
1335,66646,1.0
1336,73286,4.0
1337,1035,3.0
1338,61789,0.0
1339,72145,0.0
1340,67836,2.0
1341,69891,0.0
1342,1031,1.0
1343,64775,2.0
1344,70302,7.0
1345,70797,4.0
1346,61935,4.0
1347,68165,0.0
1348,71265,1.0
1349,68779,4.0
1350,70769,4.0
1351,67224,4.0
1352,65098,3.0
1353,1024,3.0
1354,67727,7.0
1355,72923,6.0
1356,68587,6.0
1357,60922,10.0
1358,70772,8.0
1359,68743,10.0
1360,68118,5.0
1361,63547,18.0
1362,1017,19.0
1363,1016,16.0
1364,67840,10.0
1365,63776,11.0
1366,74104,16.0
1367,63058,16.0
1368,69349,21.0
1369,70010,18.0
1370,68903,26.0
1371,64213,32.0
1372,62783,28.0
1373,69072,22.0
1374,68464,19.0
1375,67702,36.0
1376,63820,42.0
1377,69947,30.0
1378,1001,49.0
1379,999,34.0
1380,61099,24.0
1381,70593,27.0
1382,62888,31.0
1383,68622,30.0
1384,60836,49.0
1385,73671,41.0
1386,72350,35.0
1387,70136,25.0
1388,991,30.0
1389,68193,36.0
1390,71561,36.0
1391,985,48.0
1392,982,32.0
1393,64978,23.0
1394,70345,27.0
1395,976,23.0
1396,973,21.0
1397,972,24.0
1398,67579,20.0
1399,967,22.0
1400,964,17.0
1401,963,11.0
1402,64010,11.0
1403,65450,24.0
1404,60647,21.0
1405,957,19.0
1406,956,13.0
1407,68558,15.0
1408,70170,12.0
1409,72339,12.0
1410,73844,11.0
1411,69586,19.0
1412,64362,16.0
1413,945,22.0
1414,61983,12.0
0
