,Unnamed: 0,previous_day_admission_influenza_confirmed
1421,65559,2.0
1422,71631,3.0
1423,69665,1.0
1424,72100,8.0
1425,71306,2.0
1426,71026,7.0
1427,63767,2.0
1428,65650,3.0
1429,61261,3.0
1430,72891,2.0
1431,68655,4.0
1432,64147,4.0
1433,66710,4.0
1434,72892,3.0
1435,69052,2.0
1436,66384,7.0
1437,65687,9.0
1438,64868,4.0
1439,60659,6.0
1440,67261,4.0
1441,72443,7.0
1442,64433,3.0
1443,71075,4.0
1444,73858,3.0
1445,73099,0.0
1446,65124,0.0
1447,63942,2.0
1448,63297,7.0
1449,73778,4.0
1450,65775,5.0
1451,64794,4.0
1452,64514,6.0
1453,73900,0.0
1454,73266,5.0
1455,65906,3.0
1456,64850,8.0
1457,64014,8.0
1458,67893,3.0
1459,66853,5.0
1460,72599,6.0
1461,64880,1.0
1462,70647,6.0
1463,72687,10.0
1464,71136,8.0
1465,62686,4.0
1466,67977,5.0
1467,72569,7.0
1468,68897,2.0
1469,65482,4.0
1470,71175,3.0
1471,64382,3.0
1472,71406,2.0
1473,67765,4.0
1474,70578,1.0
1475,68318,2.0
1476,63862,3.0
1477,72460,8.0
1478,73452,4.0
1479,69773,4.0
1480,64725,1.0
1481,69863,3.0
1482,61998,6.0
1483,71976,3.0
1484,61843,6.0
1485,68888,5.0
1486,68356,4.0
1487,68438,3.0
1488,66766,2.0
1489,71435,2.0
1490,69375,0.0
1491,70868,0.0
1492,70380,0.0
1493,69711,1.0
1494,73093,0.0
1495,62577,2.0
1496,73213,2.0
1497,72608,4.0
1498,62831,3.0
1499,65662,2.0
1500,65941,3.0
1501,63618,1.0
