,Unnamed: 0,previous_day_admission_influenza_confirmed
1415,65297,160.0
1416,73993,159.0
1417,61630,118.0
1418,70030,130.0
1419,69118,139.0
1420,69509,162.0
1421,65804,131.0
1422,72313,180.0
1423,61644,150.0
1424,73302,151.0
1425,64787,129.0
1426,62967,104.0
1427,64342,97.0
1428,62851,107.0
1429,68149,96.0
1430,65757,117.0
1431,71984,93.0
1432,66724,92.0
1433,66223,86.0
1434,69813,69.0
1435,73545,77.0
1436,62626,79.0
1437,69164,74.0
1438,72975,67.0
1439,70356,65.0
1440,64909,62.0
1441,73551,65.0
1442,68986,55.0
1443,74158,72.0
1444,66312,60.0
1445,63436,48.0
1446,63857,49.0
1447,62680,48.0
1448,70694,52.0
1449,65706,51.0
1450,66867,43.0
1451,66746,49.0
1452,65003,47.0
1453,69425,38.0
1454,68323,34.0
1455,63008,47.0
1456,68702,45.0
1457,60606,41.0
1458,64570,50.0
1459,63573,45.0
1460,70981,38.0
1461,74180,51.0
1462,67711,30.0
1463,67809,34.0
1464,60962,41.0
1465,62990,35.0
1466,72298,42.0
1467,72069,36.0
1468,64396,28.0
1469,65961,37.0
1470,61246,32.0
1471,64064,28.0
1472,68447,33.0
1473,67895,29.0
1474,72259,20.0
1475,67793,31.0
1476,63913,31.0
1477,65466,20.0
1478,64508,30.0
1479,72222,28.0
1480,71149,19.0
1481,68560,30.0
1482,67524,24.0
1483,61423,21.0
1484,73016,41.0
1485,72677,20.0
1486,71146,25.0
1487,64742,23.0
1488,62926,21.0
1489,61667,19.0
1490,65113,36.0
1491,73322,30.0
1492,68068,23.0
1493,71417,26.0
1494,72651,25.0
1495,71388,22.0
12,60.0
1445,63436,48.0
1446,63857,49.0
