,Unnamed: 0,previous_day_admission_influenza_confirmed
1389,62509,14.0
1390,72136,14.0
1391,61216,17.0
1392,70784,16.0
1393,62922,8.0
1394,72272,18.0
1395,63556,10.0
1396,69385,19.0
1397,62097,19.0
1398,71173,8.0
1399,63158,17.0
1400,61934,16.0
1401,61297,15.0
1402,67378,5.0
1403,70280,16.0
1404,63073,10.0
1405,74095,18.0
1406,63553,14.0
1407,70664,17.0
1408,74173,11.0
1409,61849,12.0
1410,67303,5.0
1411,68671,10.0
1412,63357,16.0
1413,65411,13.0
1414,60732,10.0
1415,70969,15.0
1416,70994,8.0
1417,66681,18.0
1418,64496,13.0
1419,73781,12.0
1420,63215,19.0
1421,67853,7.0
1422,69938,9.0
1423,61084,14.0
1424,72804,12.0
1425,71261,14.0
1426,70258,8.0
1427,71630,12.0
1428,61204,16.0
1429,938,16.0
1430,67762,12.0
1431,60790,21.0
1432,70219,15.0
1433,71658,14.0
1434,71842,13.0
1435,73519,15.0
1436,61975,11.0
1437,63808,24.0
1438,73324,21.0
1439,61187,12.0
1440,68737,15.0
1441,65572,14.0
1442,61012,15.0
1443,71960,12.0
1444,70751,25.0
1445,71245,17.0
1446,71270,25.0
1447,915,15.0
1448,913,15.0
1449,66995,11.0
1450,61264,21.0
1451,66759,28.0
1452,72429,26.0
1453,69605,23.0
1454,72311,25.0
1455,62698,23.0
1456,903,21.0
1457,72908,25.0
1458,62791,38.0
1459,69507,27.0
1460,64660,21.0
1461,65740,28.0
1462,74121,20.0
1463,73394,24.0
1464,72472,21.0
1465,63329,21.0
1466,62435,35.0
1467,63827,28.0
1468,65710,25.0
1469,67334,24.0



