,Unnamed: 0,previous_day_admission_influenza_confirmed
1363,68595,3.0
1364,61057,6.0
1365,74048,10.0
1366,66419,6.0
1367,72428,4.0
1368,61615,3.0
1369,64221,11.0
1370,66754,12.0
1371,69840,6.0
1372,65512,13.0
1373,64214,8.0
1374,64399,10.0
1375,63917,7.0
1376,62836,3.0
1377,987,9.0
1378,66558,7.0
1379,65195,6.0
1380,73087,5.0
1381,62976,1.0
1382,69360,8.0
1383,62860,5.0
1384,62777,8.0
1385,66339,10.0
1386,61524,10.0
1387,61160,5.0
1388,66279,4.0
1389,64001,5.0
1390,69238,4.0
1391,67829,7.0
1392,69747,4.0
1393,63390,2.0
1394,73698,4.0
1395,62769,6.0
1396,951,3.0
1397,65694,2.0
1398,62890,1.0
1399,73536,3.0
1400,61512,6.0
1401,70194,3.0
1402,71782,3.0
1403,63605,7.0
1404,62432,5.0
1405,60681,6.0
1406,67114,5.0
1407,67128,5.0
1408,67048,6.0
1409,70120,9.0
1410,70145,7.0
1411,69173,4.0
1412,62159,6.0
1413,72811,7.0
1414,64069,7.0
1415,66278,5.0
1416,65227,4.0
1417,920,2.0
1418,919,10.0
1419,73903,10.0
1420,67929,3.0
1421,63401,9.0
1422,64081,3.0
1423,64177,3.0
1424,63600,5.0
1425,61509,6.0
1426,67778,5.0
1427,66181,2.0
1428,67820,7.0
1429,65564,5.0
1430,70852,5.0
1431,61335,9.0
1432,72411,8.0
1433,64021,7.0
1434,68374,4.0
1435,64386,4.0
1436,66946,2.0
1437,61828,3.0
1438,68140,6.0
1439,68806,2.0
1440,73888,5.0
1441,64892,6.0
1442,71256,8.0
1443,62737,3.0
