,Unnamed: 0,previous_day_admission_influenza_confirmed
1413,68132,31.0
1414,70667,15.0
1415,63851,25.0
1416,67163,16.0
1417,63280,10.0
1418,73247,22.0
1419,66177,20.0
1420,61587,26.0
1421,66631,22.0
1422,61764,16.0
1423,70648,20.0
1424,65209,20.0
1425,70286,25.0
1426,63015,14.0
1427,71687,27.0
1428,73809,15.0
1429,73468,26.0
1430,74051,18.0
1431,63919,18.0
1432,73664,18.0
1433,69899,15.0
1434,61738,19.0
1435,66225,22.0
1436,71201,25.0
1437,72860,19.0
1438,64830,22.0
1439,61251,23.0
1440,61161,18.0
1441,60914,16.0
1442,68059,22.0
1443,64755,16.0
1444,64532,10.0
1445,63930,15.0
1446,71284,15.0
1447,72932,18.0
1448,67509,18.0
1449,73198,20.0
1450,63481,23.0
1451,72877,22.0
1452,65049,24.0
1453,60915,10.0
1454,64997,28.0
1455,71582,28.0
1456,68495,27.0
1457,64795,29.0
1458,63664,38.0
1459,61107,15.0
1460,74142,21.0
1461,68542,24.0
1462,68128,28.0
1463,65449,22.0
1464,63560,30.0
1465,72016,23.0
1466,69167,25.0
1467,68904,28.0
1468,72765,29.0
1469,61756,33.0
1470,71648,18.0
1471,64198,26.0
1472,67274,22.0
1473,64063,22.0
1474,73831,15.0
1475,68073,22.0
1476,70759,27.0
1477,65037,17.0
1478,62384,23.0
1479,61643,17.0
1480,73939,21.0
1481,66087,11.0
1482,66727,16.0
1483,62332,14.0
1484,62896,20.0
1485,70452,8.0
1486,69733,11.0
1487,73648,12.0
1488,66462,13.0
1489,72456,7.0
1490,64744,11.0
1491,61033,12.0
1492,69686,14.0
1493,72758,11.0

