,Unnamed: 0,previous_day_admission_influenza_confirmed
1367,67197,1.0
1368,64968,1.0
1369,71212,0.0
1370,70409,1.0
1371,66307,0.0
1372,65554,1.0
1373,64562,0.0
1374,70705,0.0
1375,71826,0.0
1376,72303,1.0
1377,61394,2.0
1378,70161,0.0
1379,65883,0.0
1380,61777,1.0
1381,61520,0.0
1382,70325,1.0
1383,68241,2.0
1384,70637,1.0
1385,65067,1.0
1386,73448,0.0
1387,66476,1.0
1388,72972,1.0
1389,69949,1.0
1390,68917,1.0
1391,65506,1.0
1392,61561,1.0
1393,68640,0.0
1394,66075,1.0
1395,68144,3.0
1396,66169,4.0
1397,64108,0.0
1398,69522,0.0
1399,62173,0.0
1400,62753,1.0
1401,69998,2.0
1402,72634,2.0
1403,69823,1.0
1404,66411,0.0
1405,72209,1.0
1406,68868,1.0
1407,70866,2.0
1408,69080,0.0
1409,68039,2.0
1410,72108,0.0
1411,60730,2.0
1412,69565,1.0
1413,67328,1.0
1414,66996,3.0
1415,67021,2.0
1416,66782,3.0
1417,70809,2.0
1418,66477,0.0
1419,62916,0.0
1420,69032,0.0
1421,73075,0.0
1422,65140,1.0
1423,67242,0.0
1424,72134,1.0
1425,73655,0.0
1426,67386,0.0
1427,67017,1.0
1428,67631,2.0
1429,63316,1.0
1430,71038,0.0
1431,70804,0.0
1432,64695,0.0
1433,62208,0.0
1434,61577,2.0
1435,66260,3.0
1436,69031,2.0
1437,66906,0.0
1438,72382,3.0
1439,70402,1.0
1440,72219,0.0
1441,64279,1.0
1442,61669,1.0
1443,70896,0.0
1444,71037,1.0
1445,68707,0.0
1446,68080,1.0
1447,68536,1.0
