,Unnamed: 0,previous_day_admission_influenza_confirmed
1341,66603,8.0
1342,65327,10.0
1343,61392,23.0
1344,67934,35.0
1345,73779,26.0
1346,68298,14.0
1347,61188,26.0
1348,69429,16.0
1349,68273,13.0
1350,68510,17.0
1351,61258,25.0
1352,69330,18.0
1353,65405,17.0
1354,67637,16.0
1355,63083,18.0
1356,73666,18.0
1357,62594,20.0
1358,69781,19.0
1359,68848,12.0
1360,68014,27.0
1361,64415,20.0
1362,62576,18.0
1363,68376,28.0
1364,68251,29.0
1365,67923,19.0
1366,63647,26.0
1367,69494,35.0
1368,68259,30.0
1369,68096,17.0
1370,63777,29.0
1371,70599,41.0
1372,62445,42.0
1373,69050,39.0
1374,61034,33.0
1375,74109,35.0
1376,71947,35.0
1377,70532,31.0
1378,69783,39.0
1379,68905,40.0
1380,70881,36.0
1381,63395,59.0
1382,69229,50.0
1383,67822,55.0
1384,67210,47.0
1385,62358,61.0
1386,68992,38.0
1387,67805,46.0
1388,74102,41.0
1389,61710,66.0
1390,68804,33.0
1391,72363,54.0
1392,64855,36.0
1393,64550,32.0
1394,61071,37.0
1395,61043,40.0
1396,70403,46.0
1397,68970,43.0
1398,70372,45.0
1399,71729,29.0
1400,73595,46.0
1401,69806,27.0
1402,66251,35.0
1403,69945,28.0
1404,61827,24.0
1405,65241,27.0
1406,68825,24.0
1407,68673,32.0
1408,73048,26.0
1409,68336,34.0
1410,73366,22.0
1411,64092,44.0
1412,62510,26.0
1413,61889,51.0
1414,63899,26.0
1415,69912,36.0
1416,66122,32.0
1417,69533,39.0
1418,73118,21.0
1419,73162,26.0
1420,72370,21.0
1421,64083,21.0
